Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,_id,_rev,row
35,29,Higienópolis-Mackenzie,-23.5488,-46.6519,35,92741,61,66,38,NORMAL,6,2018-4-17,3,2ea2cd8177dddf2b7274d8011dde82ba,1-b99d1fef486e012dbacac74488595d0b,7307
39,25,Higienópolis-Mackenzie,-23.5488,-46.6519,11,90021,7,78,2,REABASTECER,13,2018-6-7,32,2ea2cd8177dddf2b7274d8011de24001,1-7211c53cb70ef966817a8910c3cbac1a,7357
23,35,Tatuapé,-23.5402,-46.5765,8,67452,55,75,31,NORMAL,39,2019-11-17,9,2ea2cd8177dddf2b7274d8011de58bc2,1-0b9682ca867d503857d80a3a82102640,6437
8,27,Higienópolis-Mackenzie,-23.5488,-46.6519,36,93411,22,18,34,NORMAL,25,2019-10-8,38,2ea2cd8177dddf2b7274d8011de7850b,1-15773c95c29f6446d489c6432a0c8c3d,7838
40,29,Higienópolis-Mackenzie,-23.5488,-46.6519,26,90314,38,61,27,NORMAL,35,2018-8-27,18,2ea2cd8177dddf2b7274d8011de7da40,1-19d579aff7117499fda1c45129d3b2f0,7437
15,24,Faria Lima,-23.5675,-46.6929,21,53597,26,19,15,NORMAL,12,2018-1-8,13,2ea2cd8177dddf2b7274d8011dedd260,1-21b660d50b116004ef78e6fbc01cfcc4,7928
36,12,Faria Lima,-23.5675,-46.6929,12,53501,25,12,14,REABASTECER,31,2018-2-24,27,2ea2cd8177dddf2b7274d8011df1b493,1-813fc385e4ca19a26548d96d5213be69,7974
21,39,República,-23.5436,-46.6434,23,110704,33,54,6,REABASTECER,43,2018-5-9,49,2ea2cd8177dddf2b7274d8011df20745,1-7483d4e06fedb9f75c2dbc78865708aa,6609
12,8,República,-23.5436,-46.6434,43,107414,32,76,40,NORMAL,37,2018-7-15,65,2ea2cd8177dddf2b7274d8011df6b39e,1-fd6357df6bf712f280709a219584985d,6675
21,6,Faria Lima,-23.5675,-46.6929,37,52262,24,53,25,REABASTECER,41,2018-6-6,20,2ea2cd8177dddf2b7274d8011df848fb,1-3f264dfdf556f6cf482217d6a615e4ef,8076
28,18,Tatuapé,-23.5402,-46.5765,39,67491,14,14,29,NORMAL,34,2019-9-2,59,2f47734f24dc84daf4b06b6be8013bb9,1-c1e54b5397716a293480f21267ad324b,6362
4,29,Tatuapé,-23.5402,-46.5765,7,69407,47,54,11,NORMAL,17,2019-9-17,28,2f47734f24dc84daf4b06b6be802387f,1-dca34c387c6583a679106aa2a3b5e840,6377
43,28,Faria Lima,-23.5675,-46.6929,8,54153,15,50,43,NORMAL,23,2019-7-22,28,2f47734f24dc84daf4b06b6be8031c9e,1-f609ae3be3c227cdb395866bd27a173e,8482
25,28,Tatuapé,-23.5402,-46.5765,36,69417,49,86,33,NORMAL,33,2019-11-7,16,2f47734f24dc84daf4b06b6be8066c8a,1-90f4cf12b6721d9ab70a57f642b637b5,6427
32,35,Pinheiros,-23.5664,-46.703,11,76859,33,65,37,NORMAL,39,2019-6-20,31,2f47734f24dc84daf4b06b6be80affc8,1-6b1c00280572a6e0eddf86e629b30067,9170
22,22,Pinheiros,-23.5664,-46.703,42,78949,21,23,22,NORMAL,18,2019-6-24,8,2f47734f24dc84daf4b06b6be80b336e,1-549c65b675af9745effa3effc83cfd30,9174
25,42,República,-23.5436,-46.6434,42,110412,36,42,29,NORMAL,25,2018-1-16,31,2f47734f24dc84daf4b06b6be80bd8ad,1-e81e7fda0b04666d23075b4c77863e21,6496
40,39,Pinheiros,-23.5664,-46.703,17,76424,30,45,37,NORMAL,33,2019-7-1,22,2f47734f24dc84daf4b06b6be80bfe49,1-5e50be1f382edd67b7b6d83a7d493724,9181
3,22,Pinheiros,-23.5664,-46.703,11,77534,7,47,43,NORMAL,29,2019-9-5,38,2f47734f24dc84daf4b06b6be810c598,1-3bf04332a1ed22398db63b63bc50567c,9245
15,31,República,-23.5436,-46.6434,30,110677,55,74,9,NORMAL,5,2018-3-13,49,2f47734f24dc84daf4b06b6be8111a0c,1-398b5cf08069e0d81714b9f088c856a2,6553
8,35,Pinheiros,-23.5664,-46.703,38,76992,32,3,18,REABASTECER,33,2019-10-16,22,2f47734f24dc84daf4b06b6be813e8b1,1-c1a0aaaa654706a62769041b42f3f4e6,9286
26,6,República,-23.5436,-46.6434,31,108065,48,75,11,NORMAL,10,2018-5-7,65,2f47734f24dc84daf4b06b6be8157af1,1-8d87315a9a341b0ed812acf51e2251e5,6607
41,30,Pinheiros,-23.5664,-46.703,40,79598,7,22,30,REABASTECER,12,2018-4-5,3,2f47734f24dc84daf4b06b6be8166412,1-2bca1cf74e449c870977a2c8b863b643,8735
17,3,República,-23.5436,-46.6434,39,109881,26,10,37,REABASTECER,40,2018-7-5,65,2f47734f24dc84daf4b06b6be819627b,1-8c130df65808d49f5cc63666e39f3182,6665
36,37,Pinheiros,-23.5664,-46.703,37,79383,65,78,15,NORMAL,33,2018-6-1,14,2f47734f24dc84daf4b06b6be81a224c,1-fccb7cd43afbff38985ecfbc53e08c7a,8791
20,21,República,-23.5436,-46.6434,29,109045,56,21,22,NORMAL,37,2018-10-2,60,2f47734f24dc84daf4b06b6be81fe325,1-871554be8f2f2f5a91b73e18a27bdac0,6752
24,43,Butantã,-23.5844,-46.7252,42,65351,37,12,20,REABASTECER,37,2018-7-6,5,2f47734f24dc84daf4b06b6be826afd0,1-dc87a81bbc1b2bfeebc3add61b0ad562,9546
28,25,República,-23.5436,-46.6434,2,108381,19,10,28,NORMAL,38,2019-1-28,36,2f47734f24dc84daf4b06b6be828b6fb,1-7f2dcef8d2ff02e6c59c03a635ec5981,6868
2,20,Butantã,-23.5844,-46.7252,5,64983,10,86,22,REABASTECER,23,2019-2-13,34,2f47734f24dc84daf4b06b6be83603ee,1-3fa5577d07acc46fbe612a2b907bac78,9763
34,43,República,-23.5436,-46.6434,18,107475,44,17,40,NORMAL,39,2019-10-21,65,2f47734f24dc84daf4b06b6be83b575a,1-79f1df129ed76d0faf0dccb1f947a852,7131
27,25,Higienópolis-Mackenzie,-23.5488,-46.6519,43,91361,40,29,22,NORMAL,43,2018-2-28,65,2f47734f24dc84daf4b06b6be8447be3,1-ab43a4f197d5eee3ee4f72d50d84aef8,7258
23,15,Butantã,-23.5844,-46.7252,7,65853,62,29,10,NORMAL,12,2019-10-13,65,2f47734f24dc84daf4b06b6be846519f,1-a5eed313abb611ccf400e102ab4bde20,10003
13,43,Higienópolis-Mackenzie,-23.5488,-46.6519,8,90680,36,32,19,NORMAL,31,2018-4-11,46,2f47734f24dc84daf4b06b6be84744f5,1-e18a24135a72a9e88036a2164ff14258,7301
22,4,Butantã,-23.5844,-46.7252,41,66642,22,58,19,REABASTECER,23,2018-5-26,11,2f47734f24dc84daf4b06b6be84cb663,1-a97e3ef7a939aaf2bb0b5d006c2f2c97,9506
8,31,Fradique Coutinho,-23.5661,-46.6841,43,35303,6,24,25,REABASTECER,9,2018-2-22,35,2f47734f24dc84daf4b06b6be84f3d78,1-6f5daf08d803eff705d1827b20dcf2db,10132
35,5,Higienópolis-Mackenzie,-23.5488,-46.6519,14,91102,18,52,10,REABASTECER,29,2019-1-3,49,2f47734f24dc84daf4b06b6be859b4a9,1-547b0d4c5934c5a0769a1f057d3b2473,7563
18,14,Butantã,-23.5844,-46.7252,40,65991,42,21,36,NORMAL,21,2019-4-15,6,2f47734f24dc84daf4b06b6be862d60f,1-2d0e27a253814ce935098b92350de0ea,9825
14,8,Higienópolis-Mackenzie,-23.5488,-46.6519,33,92870,52,74,40,NORMAL,8,2019-5-11,47,2f47734f24dc84daf4b06b6be8631481,1-f30971fbd19dc32bdc1b828cc2d0f95f,7691
30,20,Fradique Coutinho,-23.5661,-46.6841,21,35569,18,40,3,NORMAL,14,2019-2-3,34,2f47734f24dc84daf4b06b6be8669a22,1-b203d389310b27b8a4e45286a1835d20,10473
4,21,Butantã,-23.5844,-46.7252,33,67418,65,67,28,NORMAL,13,2019-7-2,47,2f47734f24dc84daf4b06b6be86825de,1-99a37c4a2c044fc38218fbd9d347feb7,9902
30,43,Fradique Coutinho,-23.5661,-46.6841,25,36070,55,16,38,REABASTECER,40,2019-4-14,5,2f47734f24dc84daf4b06b6be86bd4b7,1-02f21dad2daa186d81c80b1501d0b919,10544
32,4,Fradique Coutinho,-23.5661,-46.6841,19,36933,11,31,6,NORMAL,33,2019-5-27,51,2f47734f24dc84daf4b06b6be86e855f,1-f6c84ab4d12fe379e57242e6bc626059,10587
43,13,Higienópolis-Mackenzie,-23.5488,-46.6519,11,90253,34,44,23,REABASTECER,18,2019-11-11,3,2f47734f24dc84daf4b06b6be8703c95,1-08ba0bee18de86c738125a087684aa8e,7871
14,31,Higienópolis-Mackenzie,-23.5488,-46.6519,34,92722,56,69,41,NORMAL,36,2019-11-18,14,2f47734f24dc84daf4b06b6be870bf0b,1-030a586d61ec49c559ad604d3926f418,7878
3,27,Higienópolis-Mackenzie,-23.5488,-46.6519,29,93147,52,8,20,REABASTECER,20,2019-12-2,59,2f47734f24dc84daf4b06b6be871a91f,1-2f7db9bf2fb7d8b321d85d739fa245b1,7892
5,34,Fradique Coutinho,-23.5661,-46.6841,43,33380,32,46,21,REABASTECER,39,2019-7-19,34,2f47734f24dc84daf4b06b6be87247fd,1-c8d660a6af961e0808bd6b24f7efea0f,10639
36,2,Fradique Coutinho,-23.5661,-46.6841,28,34449,59,3,8,REABASTECER,38,2018-2-15,21,2f47734f24dc84daf4b06b6be87767ac,1-92bc117dc9692afced675a8149d13cf1,10125
13,33,Fradique Coutinho,-23.5661,-46.6841,6,36085,14,36,27,NORMAL,12,2018-2-21,45,2f47734f24dc84daf4b06b6be877b3a1,1-454b5126b192c53ee9c1edd9d37deb03,10131
21,23,Luz,-23.5365,-46.6332,30,124790,44,45,26,NORMAL,30,2018-5-13,65,2f47734f24dc84daf4b06b6be8868342,1-7b6467fe14a801e66480ea59c2494d02,10933
43,41,Fradique Coutinho,-23.5661,-46.6841,32,35589,50,32,41,NORMAL,14,2018-10-21,29,2f47734f24dc84daf4b06b6be8885245,1-a68768d835c1eb856378d1e4295f0f5a,10371
37,9,Fradique Coutinho,-23.5661,-46.6841,41,33759,47,86,38,NORMAL,9,2018-11-4,8,2f47734f24dc84daf4b06b6be8895029,1-7ae911552f10d9c37383b4d525415b26,10384
14,16,Fradique Coutinho,-23.5661,-46.6841,24,36185,37,16,43,NORMAL,39,2018-12-23,40,2f47734f24dc84daf4b06b6be88d34b8,1-49b03146407709437e86a001b0cf266e,10433
5,6,Luz,-23.5365,-46.6332,11,126931,57,49,6,REABASTECER,14,2018-8-21,58,2f47734f24dc84daf4b06b6be88d8c4f,1-33a0b33710b338732ff258fa53d975e7,11031
25,43,Faria Lima,-23.5675,-46.6929,28,52320,33,79,43,NORMAL,33,2019-5-18,36,2f47734f24dc84daf4b06b6be8979975,1-d785afb7d2d276c5703dca466f4a833d,8418
37,26,Faria Lima,-23.5675,-46.6929,2,52547,7,43,38,REABASTECER,20,2019-7-23,23,2f47734f24dc84daf4b06b6be89cf1e5,1-2bf74f14617d0f99e4027b566a1b9eda,8483
30,14,Fradique Coutinho,-23.5661,-46.6841,37,34116,60,55,24,NORMAL,32,2019-12-17,27,2f47734f24dc84daf4b06b6be8a67b63,1-3ce1c1d7700048df6edc96997bb9c5ab,10787
22,8,Ana Rosa,-23.5813,-46.6383,3,65277,49,36,30,NORMAL,24,2018-1-15,30,2f47734f24dc84daf4b06b6be8b1112e,1-c325a24717c8656a8a6b40c8697f78d5,11535
36,3,Luz,-23.5365,-46.6332,30,126408,58,51,22,NORMAL,9,2018-7-7,8,2f47734f24dc84daf4b06b6be8b4e068,1-84ab051aea99be46ae9b9ff9ac908e24,10987
7,2,Luz,-23.5365,-46.6332,24,126598,48,58,22,NORMAL,16,2019-1-9,3,2f47734f24dc84daf4b06b6be8c15c72,1-f560d773f755ff86e646d27f555c1b88,11169
10,10,Pinheiros,-23.5664,-46.703,29,79350,6,61,15,NORMAL,25,2019-1-3,28,2f47734f24dc84daf4b06b6be8c1fa48,1-48fb6460b8b4b0a8b8533c363ec5e198,9003
5,7,Pinheiros,-23.5664,-46.703,20,78280,55,41,5,NORMAL,20,2019-1-5,17,2f47734f24dc84daf4b06b6be8c21d27,1-386a7267c28424aa622df63254d0e89c,9005
12,15,Luz,-23.5365,-46.6332,37,126408,32,20,12,NORMAL,23,2019-2-2,48,2f47734f24dc84daf4b06b6be8c2e66a,1-5e4ffc5b5883a7234fa0202650b94202,11192
43,14,Luz,-23.5365,-46.6332,1,127575,11,16,28,REABASTECER,40,2019-9-24,43,2f47734f24dc84daf4b06b6be8d3929d,1-727a13bb7904b5aa61d709446b185afc,11424
43,43,Ana Rosa,-23.5813,-46.6383,43,66054,65,31,37,NORMAL,16,2019-6-8,38,2f47734f24dc84daf4b06b6be8d49fcd,1-c45205ffa442b40cc7c6fd817d057de9,12038
8,40,Pinheiros,-23.5664,-46.703,33,77718,21,41,9,NORMAL,30,2019-9-25,32,2f47734f24dc84daf4b06b6be8d53e71,1-0921ca7cd79de2c34614d29eefd32465,9265
37,12,Luz,-23.5365,-46.6332,11,126116,29,73,16,NORMAL,18,2019-11-30,58,2f47734f24dc84daf4b06b6be8d91a78,1-c7cf292d099f1e4f0640c6cd063038d2,11490
9,26,Pinheiros,-23.5664,-46.703,37,78131,18,41,26,NORMAL,14,2019-11-30,42,2f47734f24dc84daf4b06b6be8d9fdf4,1-c2f2450e5cc20c39de94aa00a423fbaf,9330
14,13,Ana Rosa,-23.5813,-46.6383,34,63951,19,15,37,NORMAL,29,2019-9-1,37,2f47734f24dc84daf4b06b6be8daaced,1-6fd977b251ba56afc81ecd5fb2239386,12121
37,36,Pinheiros,-23.5664,-46.703,12,78337,13,55,43,NORMAL,40,2019-12-24,59,2f47734f24dc84daf4b06b6be8dc3819,1-f501ae6a46445c1f5e748e883b339b11,9354
5,43,Ana Rosa,-23.5813,-46.6383,43,64433,16,46,24,REABASTECER,6,2018-2-11,50,2f47734f24dc84daf4b06b6be8de8e28,1-0dc859e77ec58628bbdbea618c1a226b,11561
13,22,Ana Rosa,-23.5813,-46.6383,18,64188,10,52,32,NORMAL,11,2018-2-20,42,2f47734f24dc84daf4b06b6be8df2c81,1-d837e8f6bcb28c3890c40d824f975cbd,11570
8,18,Ana Rosa,-23.5813,-46.6383,4,63952,20,66,10,NORMAL,28,2019-12-7,54,2f47734f24dc84daf4b06b6be8e12d25,1-d140e258ff7d073153ced6be3609f9a9,12217
43,31,Ana Rosa,-23.5813,-46.6383,10,67028,33,73,18,NORMAL,43,2018-10-29,26,2f47734f24dc84daf4b06b6be8efaf4c,1-ad308e5aa9b11eaf0dc2da580b788d11,11819
24,43,Butantã,-23.5844,-46.7252,37,67261,53,37,6,REABASTECER,33,2018-12-8,24,2f47734f24dc84daf4b06b6be8f664ae,1-d661eb5b293d82ed9beff24ca6dacba7,9698
27,43,São Joaquim,-23.5618,-46.6389,41,35395,49,54,37,NORMAL,43,2018-10-30,57,2f47734f24dc84daf4b06b6be8f6b910,1-c486b575f08a819690136b419035a5b2,12540
12,20,Butantã,-23.5844,-46.7252,11,67529,47,70,9,REABASTECER,5,2019-1-27,65,2f47734f24dc84daf4b06b6be8f9ba05,1-fa896a648201e1e53b277b73f4e95ad6,9747
21,26,Hospital São Paulo,-23.5984,-46.6455,34,27771,65,16,2,NORMAL,30,2019-12-13,47,2f56066a8fcc957d389a7fcb240ff6b8,1-3b31ac6c3a4a3cb759538b5e9ae4020f,16999
9,43,Paraíso,-23.57677,-46.63933,38,72262,8,62,32,NORMAL,31,2018-8-5,19,2f56066a8fcc957d389a7fcb241bb010,1-6f10bb4647bb2b34e9bc26781a7e6180,215
31,9,Paraíso,-23.57677,-46.63933,17,72941,65,28,9,NORMAL,24,2019-3-28,65,2f56066a8fcc957d389a7fcb241d1a82,1-7085b8f611d20233d53a0d2343bc580f,448
6,5,Paraíso,-23.57677,-46.63933,34,70662,65,16,33,REABASTECER,23,2018-8-27,65,2f56066a8fcc957d389a7fcb241d9ad4,1-e9c0b89f30300e604eebe05778030bad,237
15,5,Paraíso,-23.57677,-46.63933,43,70087,10,47,43,REABASTECER,41,2019-9-6,34,2f56066a8fcc957d389a7fcb242ae49b,1-ce2276fe7cf76a44234cdd06a00f9aaa,606
9,43,Paraíso,-23.57677,-46.63933,26,73056,16,39,32,NORMAL,43,2019-2-29,12,2f56066a8fcc957d389a7fcb242d41ac,1-580693664ff6a09aa5ef488bff51f670,419
30,20,Paraíso,-23.57677,-46.63933,12,70719,38,33,5,NORMAL,40,2018-12-9,17,2f56066a8fcc957d389a7fcb242d5da4,1-143f5f88907045d7fae3f8d16f01dda6,339
38,32,Paraíso,-23.57677,-46.63933,39,71907,28,24,22,NORMAL,14,2019-6-26,48,2f56066a8fcc957d389a7fcb2437e979,1-4f3db63994608d88eaf6d856c711597a,536
29,30,Paraíso,-23.57677,-46.63933,34,73286,17,4,14,NORMAL,10,2019-6-28,31,2f56066a8fcc957d389a7fcb24381a5d,1-d13dd801614a1afdd0d549736cd78e42,538
40,37,Paraíso,-23.57677,-46.63933,26,71307,52,86,26,NORMAL,22,2019-9-11,61,2f56066a8fcc957d389a7fcb243e1999,1-81b44d3d007ddeb17d68e35febd7b890,611
43,11,Brigadeiro,-23.5683,-46.6482,34,46892,13,13,18,NORMAL,8,2018-7-13,57,2f56066a8fcc957d389a7fcb24459949,1-7f8be9572510c955a95c827e8deac1c1,913
25,22,Brigadeiro,-23.5683,-46.6482,16,46288,58,21,25,NORMAL,24,2018-8-29,14,2f56066a8fcc957d389a7fcb2449dcc5,1-2f7970f55896ba040143b8180fa5547f,959
32,23,Brigadeiro,-23.5683,-46.6482,9,47711,9,23,7,NORMAL,10,2018-5-11,46,2f56066a8fcc957d389a7fcb2452c6eb,1-0ae2f3ca8dfaa3e9126fe67523b12666,851
43,32,Brigadeiro,-23.5683,-46.6482,20,48851,34,50,21,NORMAL,23,2018-5-8,65,2f56066a8fcc957d389a7fcb2459c4b0,1-8d3d29b5bc68f5000b195eabb6a40c4d,848
24,36,Brigadeiro,-23.5683,-46.6482,38,48658,47,69,7,NORMAL,4,2019-6-18,38,2f56066a8fcc957d389a7fcb2461dd78,1-bf4dd4b5947fe8ee72bae4319f8249f2,1248
38,6,Brigadeiro,-23.5683,-46.6482,21,46183,8,24,28,NORMAL,43,2018-11-18,56,2f56066a8fcc957d389a7fcb2469e4bc,1-98c99e9dc1461ae51353aa781f883c9c,1038
15,38,Brigadeiro,-23.5683,-46.6482,28,48438,29,32,9,NORMAL,22,2018-12-15,8,2f56066a8fcc957d389a7fcb246c33cf,1-6307320e8595ccb17fe7a987c7d0c447,1065
9,43,Brigadeiro,-23.5683,-46.6482,43,46692,43,18,9,NORMAL,13,2019-5-7,65,2f56066a8fcc957d389a7fcb2471bac4,1-bfd89f97e819c67a97df5013ff0a41d7,1207
21,21,Trianon-Masp,-23.5634,-46.6544,40,44954,45,86,30,NORMAL,41,2018-2-16,17,2f56066a8fcc957d389a7fcb2476fbf0,1-c7acd36af93011c49755401163f31193,1486
19,15,Brigadeiro,-23.5683,-46.6482,4,47660,65,7,36,REABASTECER,33,2019-8-25,25,2f56066a8fcc957d389a7fcb247b64e0,1-db8c6e807ff2c666ea7e9ce1807f82eb,1315
9,5,Brigadeiro,-23.5683,-46.6482,20,48608,65,48,26,REABASTECER,32,2019-10-23,22,2f56066a8fcc957d389a7fcb24801b8e,1-e23cfab16ab7af992e77383a1f7cb4c6,1373
28,6,Trianon-Masp,-23.5634,-46.6544,17,43576,33,8,26,REABASTECER,6,2018-7-24,12,2f56066a8fcc957d389a7fcb248414d8,1-b152b2bee267fcd2e345b78f72347565,1644
41,14,Brigadeiro,-23.5683,-46.6482,43,48209,38,66,37,NORMAL,27,2019-11-18,28,2f56066a8fcc957d389a7fcb24884d45,1-db8d80c40bd34503facf2e99aa4834c6,1398
34,17,Trianon-Masp,-23.5634,-46.6544,30,44327,38,47,31,REABASTECER,1,2018-3-17,65,2f56066a8fcc957d389a7fcb248b1392,1-ee4b3bcde20e24fed2da4c0945768360,1517
38,14,Trianon-Masp,-23.5634,-46.6544,7,43383,16,47,28,NORMAL,17,2018-12-28,3,2f56066a8fcc957d389a7fcb248ff72f,1-5788c27ab6b6850bcaba85d3bf03745f,1798
18,37,Trianon-Masp,-23.5634,-46.6544,6,45607,23,24,23,NORMAL,29,2018-3-10,43,2f56066a8fcc957d389a7fcb249122a3,1-1f88412a29e6e73f6e731d5959d32bef,1510
32,33,Trianon-Masp,-23.5634,-46.6544,25,42539,18,12,31,NORMAL,12,2019-1-20,44,2f56066a8fcc957d389a7fcb249179f4,1-6d17b77a3980fc1febbe290ce783d17e,1820
6,3,Trianon-Masp,-23.5634,-46.6544,37,44389,46,11,35,REABASTECER,30,2018-10-4,38,2f56066a8fcc957d389a7fcb24a36945,1-835e639d5079f61d5edd545bd33ede5c,1714
31,2,Trianon-Masp,-23.5634,-46.6544,43,45850,3,29,21,REABASTECER,9,2018-12-30,58,2f56066a8fcc957d389a7fcb24a3db50,1-f0714b35a6b6e13987200b4a13b9ef24,1800
11,29,Trianon-Masp,-23.5634,-46.6544,32,45105,46,64,43,NORMAL,34,2019-1-5,20,2f56066a8fcc957d389a7fcb24a9e3aa,1-9377da4e104cf264d29c4ef419d7d95c,1805
13,26,Consolação,-23.5581,-46.6606,18,115282,39,67,9,NORMAL,43,2018-8-21,36,2f56066a8fcc957d389a7fcb24c0c139,1-5eb4e90eecabf34d8dcc11fa665fca63,2391
29,36,Consolação,-23.5581,-46.6606,35,115027,35,45,28,NORMAL,30,2018-1-5,38,2f56066a8fcc957d389a7fcb24c0ccda,1-d8223bd0ed4d42530425954803ef1d66,2165
13,40,Consolação,-23.5581,-46.6606,32,113984,19,14,23,NORMAL,17,2018-1-17,5,2f56066a8fcc957d389a7fcb24c19ecf,1-8badbe7555068870ba8202c9831a8709,2177
26,37,Consolação,-23.5581,-46.6606,43,115330,57,38,43,REABASTECER,3,2018-2-3,34,2f56066a8fcc957d389a7fcb24c2ff7f,1-cca81aac112c49b06cde28b18dfa1603,2193
2,22,Trianon-Masp,-23.5634,-46.6544,26,43825,32,18,1,REABASTECER,15,2019-12-18,65,2f56066a8fcc957d389a7fcb24c61b5a,1-eef91cc6ab644ac691dfb3e71aa3017a,2148
39,11,Consolação,-23.5581,-46.6606,28,114319,39,53,26,NORMAL,24,2018-9-28,30,2f56066a8fcc957d389a7fcb24d73e73,1-f7241a1e6c8a3a01806a6ed7dc179ecc,2428
33,27,Consolação,-23.5581,-46.6606,41,113466,24,65,23,NORMAL,18,2018-10-22,65,2f56066a8fcc957d389a7fcb24d94f1f,1-462fd8560bfad11dbcb19da2a156c54f,2452
38,25,Consolação,-23.5581,-46.6606,15,111704,32,75,26,NORMAL,20,2018-9-7,48,2f56066a8fcc957d389a7fcb24dc842b,1-eb7a92371010867f40f2e46660de3d15,2407
24,31,Consolação,-23.5581,-46.6606,27,114516,26,60,36,NORMAL,16,2019-2-29,60,2f56066a8fcc957d389a7fcb24e4d097,1-83af29c9a55679275ede1ccbbacabe2a,2579
17,33,Consolação,-23.5581,-46.6606,4,113214,29,36,19,NORMAL,43,2019-7-12,42,2f56066a8fcc957d389a7fcb24f85db7,1-be42d2bd7379964503324b6dab6b1929,2712
33,18,Tamanduateí,-23.5929,-46.5897,5,53328,45,15,40,REABASTECER,27,2018-7-25,41,2f56066a8fcc957d389a7fcb24fe47e6,1-a6116cb17e80b5c63564eaa03b6a7e8e,3085
29,21,Consolação,-23.5581,-46.6606,40,114249,20,56,20,NORMAL,14,2018-10-23,61,2faa78cdf5a48faa524bc6f97401f348,1-27b305d8d05cfe4c7f3f07d83c9c21dd,2453
25,20,Consolação,-23.5581,-46.6606,30,113093,34,66,23,REABASTECER,1,2018-12-7,47,2faa78cdf5a48faa524bc6f97403c9c3,1-59eec5b0566758777dd45d1503cacc9f,2497
38,43,Consolação,-23.5581,-46.6606,32,112898,50,11,5,REABASTECER,28,2019-2-26,13,2faa78cdf5a48faa524bc6f97409dce9,1-2de7f720fc9d9bf1cd0189fdc26562ac,2576
39,40,Consolação,-23.5581,-46.6606,32,112507,49,57,13,REABASTECER,6,2019-3-26,20,2faa78cdf5a48faa524bc6f9740d2912,1-89fa5f0e6e207278d7466be6dfb55f30,2606
10,40,Consolação,-23.5581,-46.6606,10,112849,31,51,4,REABASTECER,24,2019-11-30,14,2faa78cdf5a48faa524bc6f974205c4a,1-1561a8c837641c17789e1939881c113a,2850
23,30,Tamanduateí,-23.5929,-46.5897,31,52544,21,74,43,NORMAL,43,2018-3-15,18,2faa78cdf5a48faa524bc6f974290b11,1-603478b7ba5f8b6464cf3b2bd47165c5,2955
18,43,Tamanduateí,-23.5929,-46.5897,25,51567,65,33,33,NORMAL,37,2018-4-9,48,2faa78cdf5a48faa524bc6f9742abf9e,1-c86f3a340a181aca87e5064752fa76ad,2979
29,32,Tamanduateí,-23.5929,-46.5897,26,52986,16,57,16,NORMAL,22,2018-10-9,32,2faa78cdf5a48faa524bc6f9743204cd,1-a8b93960fc13e43728367684de2ea712,3159
24,9,Tamanduateí,-23.5929,-46.5897,15,49559,56,28,20,REABASTECER,12,2018-12-24,9,2faa78cdf5a48faa524bc6f9743efa11,1-ca2472b5eedf39afa4a1c9b834027d7d,3234
17,16,Tamanduateí,-23.5929,-46.5897,13,53219,36,79,31,NORMAL,20,2019-5-15,65,2faa78cdf5a48faa524bc6f97441f200,1-72607213ac2d827eb8711bb0118661aa,3375
43,37,Tamanduateí,-23.5929,-46.5897,25,51603,65,20,43,REABASTECER,14,2019-4-7,1,2faa78cdf5a48faa524bc6f9744499b1,1-0f5cd4012b17798bccc791232c678772,3337
12,14,Tamanduateí,-23.5929,-46.5897,28,50598,52,76,39,REABASTECER,22,2019-7-9,5,2faa78cdf5a48faa524bc6f97446643a,1-b4d7779a314d7ec8f7f32838c905aa65,3429
31,19,Tamanduateí,-23.5929,-46.5897,25,49487,16,6,22,REABASTECER,11,2019-7-24,26,2faa78cdf5a48faa524bc6f9744ed01d,1-9341ff9bd3ef42cc838e2a106b582888,3444
18,43,Sé,-23.55,-46.6333,38,193382,41,47,13,NORMAL,25,2018-5-19,47,2faa78cdf5a48faa524bc6f9745e13e7,1-854a4f701fde186b66862b6f4acbb5b8,3739
31,12,Sé,-23.55,-46.6333,38,193551,35,61,25,NORMAL,36,2018-3-11,43,2faa78cdf5a48faa524bc6f9745fec50,1-fc44cb1ce712bc30b90d5fa43d1e9763,3671
33,42,Sé,-23.55,-46.6333,30,193619,46,40,23,NORMAL,38,2018-4-12,31,2faa78cdf5a48faa524bc6f97460b6e2,1-30c84bf9eb29bc0acc79cfd07e10f713,3702
19,38,Sé,-23.55,-46.6333,12,191915,28,5,39,REABASTECER,9,2019-1-27,52,2faa78cdf5a48faa524bc6f97475b150,1-8b0bf23825650e8fee5ea84794a6b9a4,3987
31,18,Sé,-23.55,-46.6333,28,195097,65,19,43,NORMAL,16,2019-9-14,28,2faa78cdf5a48faa524bc6f974819ab3,1-ef34229047d621229bb9696c7a623ab8,4214
25,16,Sé,-23.55,-46.6333,15,193963,30,54,38,NORMAL,38,2019-8-15,24,2faa78cdf5a48faa524bc6f9748458b5,1-ca8d57a93cde03b467837ea0ff92df24,4185
31,18,Sé,-23.55,-46.6333,34,192226,20,86,3,NORMAL,18,2019-9-24,19,2faa78cdf5a48faa524bc6f974870834,1-bce9c8b8ba30a27406e9d9bdab0e0ac8,4224
